stable_key	source_file	source_line	source_function	resolved_function	reuse_disposition	retail_status	retail_classification	retail_va_or_empty	retail_name_or_empty	generation32_grade	generation32_contract_state	evidence	delta_summary	falsifier
"[""Camera.h"",180,""CControllableCamera::CanBeControlledWhenInPause"",""CanBeControlledWhenInPause()""]"	Camera.h	180	CControllableCamera::CanBeControlledWhenInPause	CControllableCamera::CanBeControlledWhenInPause	REUSED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CControllableCamera::CanBeControlledWhenInPause`.
"[""Camera.h"",181,""CControllableCamera::GetControlType"",""GetControlType()""]"	Camera.h	181	CControllableCamera::GetControlType	CControllableCamera::GetControlType	REUSED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CControllableCamera::GetControlType`.
"[""Camera.h"",184,""CControllableCamera::GetOldPos"",""GetOldPos()""]"	Camera.h	184	CControllableCamera::GetOldPos	CControllableCamera::GetOldPos	REUSED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CControllableCamera::GetOldPos`.
"[""Camera.h"",185,""CControllableCamera::GetOldOrientation"",""GetOldOrientation()""]"	Camera.h	185	CControllableCamera::GetOldOrientation	CControllableCamera::GetOldOrientation	REUSED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CControllableCamera::GetOldOrientation`.
"[""Camera.h"",189,""CControllableCamera::UpdateFrameCount"",""UpdateFrameCount()""]"	Camera.h	189	CControllableCamera::UpdateFrameCount	CControllableCamera::UpdateFrameCount	REUSED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CControllableCamera::UpdateFrameCount`.
"[""Camera.h"",210,""CGenericCamera::CGenericCamera"",""CGenericCamera()""]"	Camera.h	210	CGenericCamera::CGenericCamera	CGenericCamera::CGenericCamera	REUSED	RETAIL_UNRESOLVED	SOURCE_ANALOG	0x00466130	CGenericCamera__ctor	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	reverse-engineering/binary-analysis/ghidra-fullpass-findings/W004/adversarial/B06.md	Adversarial plate confirms the CGenericCamera constructor vtable install and callsite; only bounded constructor identity is claimed.	A cold body/ABI read that refutes this named analog, or stronger same-function evidence that promotes it to SOURCE_EXACT.
"[""Camera.h"",211,""CGenericCamera::GetPos"",""GetPos()""]"	Camera.h	211	CGenericCamera::GetPos	CGenericCamera::GetPos	REUSED	RETAIL_UNRESOLVED	SOURCE_ANALOG	0x00466140	CGenericCamera__GetPos	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	reverse-engineering/binary-analysis/ghidra-fullpass-findings/W004/adversarial/B06.md	Adversarial plate confirms CGenericCamera::GetPos field-copy shape and ABI; exact inline source identity is not promoted here.	A cold body/ABI read that refutes this named analog, or stronger same-function evidence that promotes it to SOURCE_EXACT.
"[""Camera.h"",212,""CGenericCamera::GetOrientation"",""GetOrientation()""]"	Camera.h	212	CGenericCamera::GetOrientation	CGenericCamera::GetOrientation	REUSED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CGenericCamera::GetOrientation`.
"[""Camera.h"",213,""CGenericCamera::GetZoom"",""GetZoom()""]"	Camera.h	213	CGenericCamera::GetZoom	CGenericCamera::GetZoom	REUSED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CGenericCamera::GetZoom`.
"[""Camera.h"",214,""CGenericCamera::GetShowHUD"",""GetShowHUD()""]"	Camera.h	214	CGenericCamera::GetShowHUD	CGenericCamera::GetShowHUD	REUSED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CGenericCamera::GetShowHUD`.
"[""Camera.h"",226,""CInterpolatedCamera::GetPos"",""GetPos()""]"	Camera.h	226	CInterpolatedCamera::GetPos	CInterpolatedCamera::GetPos	REUSED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CInterpolatedCamera::GetPos`.
"[""Camera.h"",227,""CInterpolatedCamera::GetOrientation"",""GetOrientation()""]"	Camera.h	227	CInterpolatedCamera::GetOrientation	CInterpolatedCamera::GetOrientation	REUSED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CInterpolatedCamera::GetOrientation`.
"[""Camera.h"",228,""CInterpolatedCamera::GetZoom"",""GetZoom()""]"	Camera.h	228	CInterpolatedCamera::GetZoom	CInterpolatedCamera::GetZoom	REUSED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CInterpolatedCamera::GetZoom`.
"[""Camera.h"",229,""CInterpolatedCamera::GetShowHUD"",""GetShowHUD()""]"	Camera.h	229	CInterpolatedCamera::GetShowHUD	CInterpolatedCamera::GetShowHUD	REUSED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CInterpolatedCamera::GetShowHUD`.
"[""InitThing.cpp"",68,""CInitThing::CInitThing"",""CInitThing::CInitThing()""]"	InitThing.cpp	68	CInitThing::CInitThing	CInitThing::CInitThing	REUSED	RETAIL_UNRESOLVED	SOURCE_ANALOG	0x0048dcf0	CInitThing__ctor	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	reverse-engineering/binary-analysis/ghidra-fullpass-findings/W005/adversarial/B04.md	Adversarial plate confirms constructor matrix/default/vtable shape and 61 callers; retained as static analog.	A cold body/ABI read that refutes this named analog, or stronger same-function evidence that promotes it to SOURCE_EXACT.
"[""InitThing.h"",94,""CInitCSThing::CInitCSThing"",""CInitCSThing()""]"	InitThing.h	94	CInitCSThing::CInitCSThing	CInitCSThing::CInitCSThing	REUSED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CInitCSThing::CInitCSThing`.
"[""InitThing.h"",417,""CSpawnerInitThing::CSpawnerInitThing"",""CSpawnerInitThing()""]"	InitThing.h	417	CSpawnerInitThing::CSpawnerInitThing	CSpawnerInitThing::CSpawnerInitThing	REUSED	RETAIL_UNRESOLVED	NO_MATCH_FOUND					pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Multi-line/header body has no proven tracked target; inspect compiler emission/folding, callers, and ABI before classifying.	Static ABI/xref/body evidence resolving whether retail emits or wraps `CSpawnerInitThing::CSpawnerInitThing`.
"[""InitThing.h"",943,""CAnimalInitThing::CAnimalInitThing"",""CAnimalInitThing()""]"	InitThing.h	943	CAnimalInitThing::CAnimalInitThing	CAnimalInitThing::CAnimalInitThing	REUSED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CAnimalInitThing::CAnimalInitThing`.
"[""thing.h"",71,""GetRenderPos"",""GetRenderPos()""]"	thing.h	71	GetRenderPos	CThing::GetRenderPos	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x004040a0	CThing__CopyVector14ToOut_004040a0	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Adjusted secondary this copies mPos; three identical source methods share one body	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",72,""GetRenderOrientation"",""GetRenderOrientation()""]"	thing.h	72	GetRenderOrientation	CThing::GetRenderOrientation	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x004bfa00	CThing__CopyGlobal829dd0Block30ToOut_004bfa00	C1_CANDIDATE_PARTIAL	OPEN_DARK	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Copies the global identity FMatrix through the render-facing interface	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",73,""GetRenderSelected"",""GetRenderSelected()""]"	thing.h	73	GetRenderSelected	CThing::GetRenderSelected	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderSelected`.
"[""thing.h"",74,""GetRenderColourOffset"",""GetRenderColourOffset()""]"	thing.h	74	GetRenderColourOffset	CThing::GetRenderColourOffset	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderColourOffset`.
"[""thing.h"",75,""GetRenderColour"",""GetRenderColour()""]"	thing.h	75	GetRenderColour	CThing::GetRenderColour	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderColour`.
"[""thing.h"",76,""GetRenderTurn"",""GetRenderTurn()""]"	thing.h	76	GetRenderTurn	CThing::GetRenderTurn	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderTurn`.
"[""thing.h"",77,""GetRenderFrame"",""GetRenderFrame()""]"	thing.h	77	GetRenderFrame	CThing::GetRenderFrame	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderFrame`.
"[""thing.h"",78,""GetRealAnimIndex"",""GetRealAnimIndex()""]"	thing.h	78	GetRealAnimIndex	CThing::GetRealAnimIndex	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRealAnimIndex`.
"[""thing.h"",79,""GetRenderRadius"",""GetRenderRadius()""]"	thing.h	79	GetRenderRadius	CThing::GetRenderRadius	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x00401400	CThing__ForwardField28Slot18OrFallbackFloat_00401400	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Adjusted secondary this reaches mRenderThing; forwards GetRTRadius or returns 1.0f exactly as source	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",80,""GetRenderStartPos"",""GetRenderStartPos()""]"	thing.h	80	GetRenderStartPos	CThing::GetRenderStartPos	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x004040a0	CThing__CopyVector14ToOut_004040a0	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Adjusted secondary this copies mPos; three identical source methods share one body	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",81,""GetRenderEndPos"",""GetRenderEndPos()""]"	thing.h	81	GetRenderEndPos	CThing::GetRenderEndPos	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x004040a0	CThing__CopyVector14ToOut_004040a0	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Adjusted secondary this copies mPos; three identical source methods share one body	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",82,""GetRenderMesh"",""GetRenderMesh()""]"	thing.h	82	GetRenderMesh	CThing::GetRenderMesh	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderMesh`.
"[""thing.h"",84,""GetRenderRotateShadow"",""GetRenderRotateShadow()""]"	thing.h	84	GetRenderRotateShadow	CThing::GetRenderRotateShadow	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderRotateShadow`.
"[""thing.h"",85,""GetRenderCanGoFlatShaded"",""GetRenderCanGoFlatShaded()""]"	thing.h	85	GetRenderCanGoFlatShaded	CThing::GetRenderCanGoFlatShaded	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderCanGoFlatShaded`.
"[""thing.h"",86,""RenderUseHierarchy"",""RenderUseHierarchy(SINT pn)""]"	thing.h	86	RenderUseHierarchy	CThing::RenderUseHierarchy	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::RenderUseHierarchy`.
"[""thing.h"",87,""GetShouldDoHitEffect"",""GetShouldDoHitEffect(SINT mesh_part_no)""]"	thing.h	87	GetShouldDoHitEffect	CThing::GetShouldDoHitEffect	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetShouldDoHitEffect`.
"[""thing.h"",88,""GetRenderYaw"",""GetRenderYaw()""]"	thing.h	88	GetRenderYaw	CThing::GetRenderYaw	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderYaw`.
"[""thing.h"",89,""GetRenderScale"",""GetRenderScale()""]"	thing.h	89	GetRenderScale	CThing::GetRenderScale	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderScale`.
"[""thing.h"",90,""GetRenderWithTransforms"",""GetRenderWithTransforms()""]"	thing.h	90	GetRenderWithTransforms	CThing::GetRenderWithTransforms	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderWithTransforms`.
"[""thing.h"",91,""GetRenderImposterNo"",""GetRenderImposterNo()""]"	thing.h	91	GetRenderImposterNo	CThing::GetRenderImposterNo	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderImposterNo`.
"[""thing.h"",92,""GetRenderImposterBias"",""GetRenderImposterBias()""]"	thing.h	92	GetRenderImposterBias	CThing::GetRenderImposterBias	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderImposterBias`.
"[""thing.h"",93,""GetSnowDensity"",""GetSnowDensity()""]"	thing.h	93	GetSnowDensity	CThing::GetSnowDensity	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetSnowDensity`.
"[""thing.h"",94,""GetCanBeStaticallyShadowed"",""GetCanBeStaticallyShadowed()""]"	thing.h	94	GetCanBeStaticallyShadowed	CThing::GetCanBeStaticallyShadowed	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetCanBeStaticallyShadowed`.
"[""thing.h"",95,""GetStaticShadow"",""*GetStaticShadow()""]"	thing.h	95	GetStaticShadow	CThing::GetStaticShadow	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetStaticShadow`.
"[""thing.h"",96,""SetStaticShadow"",""SetStaticShadow(class CStaticShadow *shadow)""]"	thing.h	96	SetStaticShadow	CThing::SetStaticShadow	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::SetStaticShadow`.
"[""thing.h"",97,""GetRequiresPolyBucket"",""GetRequiresPolyBucket()""]"	thing.h	97	GetRequiresPolyBucket	CThing::GetRequiresPolyBucket	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRequiresPolyBucket`.
