stable_key	stable_key_sha256	source_file	source_line	source_function	signature	resolved_owner	resolved_function	owner_resolution_evidence	reuse_disposition	extension_summary	predecessor_paths	source_target_branch	source_algorithm	source_fields	source_constants	source_side_effects	source_calls	retail_classification	retail_delta_status	retail_va_or_empty	retail_name_or_empty	retail_semantic_status_or_empty	retail_evidence	retail_evidence_boundary	retail_falsifier	closure_receipt_sources	closure_receipt_sha256	generation32_grade	generation32_contract_state	generation32_evidence	generation32_ready_sha256	current_name_candidates	original_partition_readiness	rebuild_disposition
"[""thing.h"",150,""GetMapWhoEntry"",""*   GetMapWhoEntry()""]"	4205dccf48faee07275e341e84e4697fb94cf5d0a7da3ff5cb877eae5d5582de	thing.h	150	GetMapWhoEntry	*   GetMapWhoEntry()	CThing	CThing::GetMapWhoEntry	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Branches over `mMapWhoEntry` and returns or updates state according to the pinned inline body.	mMapWhoEntry	-1;NULL	calls GetLayer, GetSectorIn	GetLayer;GetSectorIn	NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetMapWhoEntry`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",151,""SetRenderThing"",""SetRenderThing(CRenderThing* rtthing)""]"	461932b31c4340c3606b3db93dd77e5274caa86095928d5c817be04fae25d6c0	thing.h	151	SetRenderThing	SetRenderThing(CRenderThing* rtthing)	CThing	CThing::SetRenderThing	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Updates `mRenderThing` from its arguments/constants.	mRenderThing		writes mRenderThing		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::SetRenderThing`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",152,""GetRenderThing"",""* GetRenderThing()""]"	0e21fcefffeb0168b20960a56f195d1d381afff15c1e3752c856904bd03c0751	thing.h	152	GetRenderThing	* GetRenderThing()	CThing	CThing::GetRenderThing	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `mRenderThing`.	mRenderThing		none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderThing`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",153,""GetCST"",""* GetCST()""]"	8b4c34951c27c960d490c9b46b566c26ed0bd9b7a8b3bc19c88df2c970556797	thing.h	153	GetCST	* GetCST()	CThing	CThing::GetCST	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `mCollisionSeekingThing`.	mCollisionSeekingThing		none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetCST`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",156,""GetIsInvisible"",""GetIsInvisible()""]"	53dd4c3694c72c9e943ec516a44fa146901a2c96d8b51e1d23f731ed8af1bb63	thing.h	156	GetIsInvisible	GetIsInvisible()	CThing	CThing::GetIsInvisible	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `(mFlags & TF_INVISIBLE) != 0`.	mFlags	0;TF_INVISIBLE	none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetIsInvisible`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",157,""MakeVisible"",""MakeVisible()""]"	acbd323d924ef99174934a10d16492188a62165c86eb0b3819bf464d3c6021b6	thing.h	157	MakeVisible	MakeVisible()	CThing	CThing::MakeVisible	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/ghidra-unit-entity-squad112-static-20260810-v1/contracts.tsv;local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/EVIDENCE-REGISTER.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	all source targets (header include guard only)	Updates `mFlags` from its arguments/constants.	mFlags	TF_INVISIBLE	writes mFlags		SOURCE_EXACT	SOURCE_AGREES	0x00401460	CThing__MakeVisible	SOURCE_INLINE	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Clears TF_INVISIBLE in the source flags field	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.	local-lab/ghidra-unit-entity-squad112-static-20260810-v1/contracts.tsv	0a3d0a6ddcc81aee8175bcc20b65c82c7bbed6b3b3669e90ca000c1cc7223fc4	C1_CANDIDATE_PARTIAL	OPEN_DARK	BASELINE_STATIC;ANALYST_METADATA_ONLY;CAMPAIGN_C1_STATIC_RECEIPT	08ed89644ed25feb9e85fefb5b31ab2bdecbbd91b8aca720e20c53a7fbc5e73f	0x00401460:CThing__MakeVisible	AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",158,""MakeInvisible"",""MakeInvisible()""]"	7cc8533db7f2978b0dd0f8a98e34dfb0c563ecd0f2e6f1b690f04722b6ea966b	thing.h	158	MakeInvisible	MakeInvisible()	CThing	CThing::MakeInvisible	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/ghidra-unit-entity-squad112-static-20260810-v1/contracts.tsv;local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/EVIDENCE-REGISTER.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	all source targets (header include guard only)	Updates `mFlags` from its arguments/constants.	mFlags	TF_INVISIBLE	writes mFlags		SOURCE_EXACT	SOURCE_AGREES	0x00401470	CThing__MakeInvisible	SOURCE_INLINE	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Sets TF_INVISIBLE in the source flags field	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.	local-lab/ghidra-unit-entity-squad112-static-20260810-v1/contracts.tsv	0a3d0a6ddcc81aee8175bcc20b65c82c7bbed6b3b3669e90ca000c1cc7223fc4	C1_CANDIDATE_PARTIAL	OPEN_DARK	BASELINE_STATIC;ANALYST_METADATA_ONLY;CAMPAIGN_C1_STATIC_RECEIPT	08ed89644ed25feb9e85fefb5b31ab2bdecbbd91b8aca720e20c53a7fbc5e73f	0x00401470:CThing__MakeInvisible	AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",163,""GetCanBeImpostered"",""GetCanBeImpostered()""]"	f84159314a9e332fdff1c13e15b333e4527228eddccf27b82ab3de47c451a0fe	thing.h	163	GetCanBeImpostered	GetCanBeImpostered()	CThing	CThing::GetCanBeImpostered	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `true`.			none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetCanBeImpostered`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",164,""GetImposterFrames"",""GetImposterFrames()""]"	6159fd084a2338e1ab820a57f7ca9bb9c82a527695dc8bd3c9186497eb766599	thing.h	164	GetImposterFrames	GetImposterFrames()	CThing	CThing::GetImposterFrames	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `1`.		1	none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetImposterFrames`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",165,""GetImposterAnimMode"",""GetImposterAnimMode()""]"	c808bda55a6bd246b0a5b2711c4cd13e72ec8665b0330f92b88a28a13af9732a	thing.h	165	GetImposterAnimMode	GetImposterAnimMode()	CThing	CThing::GetImposterAnimMode	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `AM_NONE`.		AM_NONE	none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetImposterAnimMode`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",167,""GetThing"",""* GetThing()""]"	8e89fa4a254fdc9180b30d3d995afcd1b4a06eef330a966ee71c3131748b6c0b	thing.h	167	GetThing	* GetThing()	CThing	CThing::GetThing	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `this`.			none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetThing`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",170,""GetRTMesh"",""*GetRTMesh()""]"	cecad34218aa54100ee76674377f8d871e48375dec91205672d2468b8a424b8f	thing.h	170	GetRTMesh	*GetRTMesh()	CThing	CThing::GetRTMesh	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `(mRenderThing) ? mRenderThing->GetRTMesh() : NULL`.	mRenderThing	NULL	none (read-only or no-op)	GetRTMesh	NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRTMesh`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",172,""SetThingType"",""SetThingType(ULONG t)""]"	a68891b35f772b47f3a4127affb652e114fdc730e1a0789d2f584a5ec838f679	thing.h	172	SetThingType	SetThingType(ULONG t)	CThing	CThing::SetThingType	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/ghidra-unit-entity-squad112-static-20260810-v1/contracts.tsv;local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/EVIDENCE-REGISTER.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	all source targets (header include guard only)	Updates `mThingType` from its arguments/constants.	mThingType	THING_TYPE_THING	writes mThingType		SOURCE_EXACT	SOURCE_AGREES	0x004f3470	CThing__SetThingTypeMaskOr1_004f3470	SOURCE_INLINE	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Stores input OR THING_TYPE_THING exactly as source	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.	local-lab/ghidra-unit-entity-squad112-static-20260810-v1/contracts.tsv	0a3d0a6ddcc81aee8175bcc20b65c82c7bbed6b3b3669e90ca000c1cc7223fc4	C1_CANDIDATE_PARTIAL	OPEN_DARK	BASELINE_STATIC;ANALYST_METADATA_ONLY;CAMPAIGN_C1_STATIC_RECEIPT	08ed89644ed25feb9e85fefb5b31ab2bdecbbd91b8aca720e20c53a7fbc5e73f		AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",173,""GetThingType"",""& GetThingType()""]"	1181a5f2e4b55674b4c73c38cde4ea7ef552e8c7b155a4cf499bba690945d27f	thing.h	173	GetThingType	& GetThingType()	CThing	CThing::GetThingType	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `mThingType`.	mThingType		none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetThingType`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",174,""IsA"",""IsA(EThingType type) const""]"	c6fb47f8ff8013cbf2d86d0891d464a57114be8ea65d654707cc673eeb37d2c8	thing.h	174	IsA	IsA(EThingType type) const	CThing	CThing::IsA	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `type & mThingType`.	mThingType		none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::IsA`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
