source_file	source_line	function	signature	source_owner	target_branch	source_anchor	source_text_sha256	source_algorithm	source_fields	source_constants	source_side_effects	retail_classification	retail_va_or_empty	retail_name_candidates	retail_evidence	retail_evidence_boundary	retail_falsifier	rebuild_disposition	rebuild_owner	rebuild_evidence
game.cpp	4100	CGameCreditControlHandler::GetControlType	GetControlType()	CGameCreditControlHandler	ALL_TARGETS	references/Onslaught/game.cpp:4100-4100	b910c8af070526086aeb2d158f51a348931505144fdaa836337387e0cc5f2f83	Returns CONTROL_FRONTEND.		CONTROL_FRONTEND	NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/game.cpp:4100;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Out-of-line source definition has no proven tracked analog; external static/ABI or runtime proof is required before a negative or VA assignment.	Static ABI/xref/body evidence or controlled runtime evidence that proves a target resolves and may falsify this unresolved classification.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/Simulation.cs;rebuild/OnslaughtRebuild.Client/InteractiveSession.cs	The Level-100 deterministic session carries selected state/objective/input laws, not the complete CGame shell or mutable platform timing facade.
game.h	121	CGame::ToggleControlMethod	ToggleControlMethod()	CGame	ALL_TARGETS	references/Onslaught/game.h:121-121	d417e108c5f41ef6add42aad1693fcc43b8f762073674e61eefae06e60199b62	Executes the pinned source body in order: mControlMode++ ; if (mControlMode > 1 ) mControlMode = 0 ;	mControlMode	0;1	mControlMode	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/game.h:121;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/Simulation.cs;rebuild/OnslaughtRebuild.Client/InteractiveSession.cs	The Level-100 deterministic session carries selected state/objective/input laws, not the complete CGame shell or mutable platform timing facade.
game.h	126	CGame::SetQuit	SetQuit(EQuitType quit)	CGame	ALL_TARGETS	references/Onslaught/game.h:126-126	2ef3f6bcce678b586cd8f05359cb993d84f78c91e25376d692721b91688b942b	Executes the pinned source body in order: mQuit = quit; if ((mQuit > QT_NONE) && (mGameState <= GAME_STATE_PLAYING)) mGameState = GAME_STATE_QUIT ;	mGameState;mQuit	GAME_STATE_PLAYING;GAME_STATE_QUIT;QT_NONE	mGameState;mQuit	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/game.h:126;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/Simulation.cs;rebuild/OnslaughtRebuild.Client/InteractiveSession.cs	The Level-100 deterministic session carries selected state/objective/input laws, not the complete CGame shell or mutable platform timing facade.
game.h	129	CGame::GetForsetiFearGrid	* GetForsetiFearGrid()	CGame	ALL_TARGETS	references/Onslaught/game.h:129-129	27552ba6e5fbc8c465f49ed0cb0b5e14ab9a86ef09a145cb7a62b4e7923be2b2	Returns mForsetiFearGrid.	mForsetiFearGrid		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/game.h:129;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/Simulation.cs;rebuild/OnslaughtRebuild.Client/InteractiveSession.cs	The Level-100 deterministic session carries selected state/objective/input laws, not the complete CGame shell or mutable platform timing facade.
game.h	130	CGame::GetMuspellFearGrid	* GetMuspellFearGrid()	CGame	ALL_TARGETS	references/Onslaught/game.h:130-130	aaaf0b3aaf223feab749ce0d39da0d1f5811dc70e540ded14003824eef59d2b4	Returns mMuspellFearGrid.	mMuspellFearGrid		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/game.h:130;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/Simulation.cs;rebuild/OnslaughtRebuild.Client/InteractiveSession.cs	The Level-100 deterministic session carries selected state/objective/input laws, not the complete CGame shell or mutable platform timing facade.
game.h	136	CGame::Random	Random()	CGame	ALL_TARGETS	references/Onslaught/game.h:136-136	7c1b763059a9bcbaadb0191428b525479fb0c74d49070d63539697df76019dc0	Returns mRandomStream->Next().	mRandomStream		mRandomStream->Next	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/game.h:136;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/Simulation.cs;rebuild/OnslaughtRebuild.Client/InteractiveSession.cs	The Level-100 deterministic session carries selected state/objective/input laws, not the complete CGame shell or mutable platform timing facade.
game.h	137	CGame::FloatRandom	FloatRandom()	CGame	ALL_TARGETS	references/Onslaught/game.h:137-137	cdc0506ed6640cc084e5714d6527f606853df5363f211a47695fa70ac14007fd	Returns ((float)(Random() % 65536)) / 65536.0f.		65536;65536.0f	Random	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/game.h:137;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/Simulation.cs;rebuild/OnslaughtRebuild.Client/InteractiveSession.cs	The Level-100 deterministic session carries selected state/objective/input laws, not the complete CGame shell or mutable platform timing facade.
game.h	140	CGame::GetPlayer	* GetPlayer(SINT no)	CGame	ALL_TARGETS	references/Onslaught/game.h:140-140	504467a02a4deda10b84cf87c2ca85df4dee13f6c881bca22a192a0fabaebefe	Returns mPlayer[no].	mPlayer		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/game.h:140;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/Simulation.cs;rebuild/OnslaughtRebuild.Client/InteractiveSession.cs	The Level-100 deterministic session carries selected state/objective/input laws, not the complete CGame shell or mutable platform timing facade.
game.h	141	CGame::GetCurrentCamera	* GetCurrentCamera(int number)	CGame	ALL_TARGETS	references/Onslaught/game.h:141-141	bfdf2142389828bae2940929a6fcfdecf94b67e17b7a841284fdc596b52bb4bf	Returns mCurrentCamera[number].	mCurrentCamera		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/game.h:141;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/Simulation.cs;rebuild/OnslaughtRebuild.Client/InteractiveSession.cs	The Level-100 deterministic session carries selected state/objective/input laws, not the complete CGame shell or mutable platform timing facade.
game.h	145	CGame::GetCurrentLevel	GetCurrentLevel()	CGame	ALL_TARGETS	references/Onslaught/game.h:145-145	08cb360e52cb1d15ddc54e1a7cbace2ab56247874c0076edd95679299261ae2a	Returns mCurrentLevel.	mCurrentLevel		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/game.h:145;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/Simulation.cs;rebuild/OnslaughtRebuild.Client/InteractiveSession.cs	The Level-100 deterministic session carries selected state/objective/input laws, not the complete CGame shell or mutable platform timing facade.
game.h	152	CGame::CanBeControlledWhenInPause	CanBeControlledWhenInPause()	CGame	ALL_TARGETS	references/Onslaught/game.h:152-152	7b27c3cadb1dae836e90f9fdcb7c3e620bf529311ff11c728a3ac6c0338b6c2b	Returns TRUE.		TRUE	NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/game.h:152;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/Simulation.cs;rebuild/OnslaughtRebuild.Client/InteractiveSession.cs	The Level-100 deterministic session carries selected state/objective/input laws, not the complete CGame shell or mutable platform timing facade.
game.h	153	CGame::GetControlType	GetControlType()	CGame	ALL_TARGETS	references/Onslaught/game.h:153-153	a82db7f440ee42586459a3655656573ffa5ca3a088684e1a4250e79762043f7a	Returns CONTROL_GAME.		CONTROL_GAME	NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/game.h:153;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/Simulation.cs;rebuild/OnslaughtRebuild.Client/InteractiveSession.cs	The Level-100 deterministic session carries selected state/objective/input laws, not the complete CGame shell or mutable platform timing facade.
game.h	156	CGame::IsPaused	IsPaused()	CGame	ALL_TARGETS	references/Onslaught/game.h:156-156	efade137fb24166ca911d16e43d6edcc2ccee23e598f32de86d328197125eb56	Returns mPause.	mPause		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/game.h:156;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/Simulation.cs;rebuild/OnslaughtRebuild.Client/InteractiveSession.cs	The Level-100 deterministic session carries selected state/objective/input laws, not the complete CGame shell or mutable platform timing facade.
game.h	157	CGame::GetMessageBox	* GetMessageBox()	CGame	ALL_TARGETS	references/Onslaught/game.h:157-157	f7960e170c92effa878cc4c5f4c5ae7d07c5a327e2c1ab8705ed8c45b2f13054	Returns mMessageBox.	mMessageBox		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/game.h:157;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/Simulation.cs;rebuild/OnslaughtRebuild.Client/InteractiveSession.cs	The Level-100 deterministic session carries selected state/objective/input laws, not the complete CGame shell or mutable platform timing facade.
game.h	158	CGame::GetMessageLog	* GetMessageLog()	CGame	ALL_TARGETS	references/Onslaught/game.h:158-158	9539d2983fdd676c2d193efb39fc79c9a94d2151832d943339eb13c2a97a8756	Returns mMessageLog.	mMessageLog		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/game.h:158;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/Simulation.cs;rebuild/OnslaughtRebuild.Client/InteractiveSession.cs	The Level-100 deterministic session carries selected state/objective/input laws, not the complete CGame shell or mutable platform timing facade.
game.h	159	CGame::GetHelpTextDisplay	* GetHelpTextDisplay()	CGame	ALL_TARGETS	references/Onslaught/game.h:159-159	c40e2739e0b48f7fb75971495f89e8abe0626635a403fdcb511528c7c121d9eb	Returns mHelpTextDisplay.	mHelpTextDisplay		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/game.h:159;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/Simulation.cs;rebuild/OnslaughtRebuild.Client/InteractiveSession.cs	The Level-100 deterministic session carries selected state/objective/input laws, not the complete CGame shell or mutable platform timing facade.
game.h	160	CGame::GetLevelBriefingLog	* GetLevelBriefingLog()	CGame	ALL_TARGETS	references/Onslaught/game.h:160-160	abe288398f473938081bb0c80553ae810c97df92c4a96a0c045d61f517200a36	Returns mLevelBriefingLog.	mLevelBriefingLog		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/game.h:160;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/Simulation.cs;rebuild/OnslaughtRebuild.Client/InteractiveSession.cs	The Level-100 deterministic session carries selected state/objective/input laws, not the complete CGame shell or mutable platform timing facade.
game.h	161	CGame::GetPauseMenu	* GetPauseMenu()	CGame	ALL_TARGETS	references/Onslaught/game.h:161-161	cc0aaa14205e2d021c5f66e4b84502cef762da3484fa832e75692f55c8a76c20	Returns mPauseMenu.	mPauseMenu		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/game.h:161;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/Simulation.cs;rebuild/OnslaughtRebuild.Client/InteractiveSession.cs	The Level-100 deterministic session carries selected state/objective/input laws, not the complete CGame shell or mutable platform timing facade.
game.h	166	CGame::GetNPlayers	GetNPlayers()	CGame	ALL_TARGETS	references/Onslaught/game.h:166-166	2c6e934c762e3ca8e2ec21aafc40ae93639530b077a392ab961e02b3e5023d0d	Returns mPlayers.	mPlayers		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/game.h:166;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/Simulation.cs;rebuild/OnslaughtRebuild.Client/InteractiveSession.cs	The Level-100 deterministic session carries selected state/objective/input laws, not the complete CGame shell or mutable platform timing facade.
game.h	172	CGame::GetGameState	GetGameState()	CGame	ALL_TARGETS	references/Onslaught/game.h:172-172	7c84b3afa97f13fb45d91420983afa1f293525aa161851877cc7912436bc9045	Returns mGameState.	mGameState		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/game.h:172;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/Simulation.cs;rebuild/OnslaughtRebuild.Client/InteractiveSession.cs	The Level-100 deterministic session carries selected state/objective/input laws, not the complete CGame shell or mutable platform timing facade.
