source_file	source_line	function	signature	source_owner	subsystem_wave	readiness	retail_va_or_empty	current_name_candidates	authority	reason
game.h	197	CGame::SetSGradeScore	SetSGradeScore(SINT score)	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	198	CGame::SetDGradeScore	SetDGradeScore(SINT score)	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	200	CGame::SetTimeLimit	SetTimeLimit(float time)	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	201	CGame::SetFullScoreTime	SetFullScoreTime(float time)	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	202	CGame::SetPercentageScoreTime	SetPercentageScoreTime(float time)	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	203	CGame::SetScorePercentage	SetScorePercentage(float percentage)	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	210	CGame::IncScore	IncScore(SINT inScore)	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	211	CGame::GetAllowedAutoAim	GetAllowedAutoAim()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	212	CGame::SetAllowedAutoAim	SetAllowedAutoAim(BOOL val)	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	215	CGame::InvertSides	InvertSides()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	222	CGame::GetSlots	& GetSlots()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	226	CGame::GetLevelStartTime	GetLevelStartTime()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	227	CGame::SetLevelStartTime	SetLevelStartTime(float inTime)	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	228	CGame::IsRestarting	IsRestarting()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	264	CGame::GetRenderFrameLength	GetRenderFrameLength()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	265	CGame::GetCurrentInterleavedScreen	GetCurrentInterleavedScreen()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	266	CGame::IsFirstFrame	IsFirstFrame()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	268	CGame::GetFrontEndSettings	* GetFrontEndSettings()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	269	CGame::GetCurrentlyRunningLevelNum	GetCurrentlyRunningLevelNum()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	270	CGame::GetFrameTime	GetFrameTime()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	271	CGame::GetBaseTime	GetBaseTime()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
MemoryCard.h	58	CMemoryCard::TooManySavesHere	TooManySavesHere(int card)	CMemoryCard	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
PCController.cpp	143	CPCController::CPCController	CPCController::CPCController(IController* to_control, int padnumber,int configuration, BOOL reverse_look_y_axis)	CPCController	W1_SAVE_SESSION_INPUT_FRONTEND	EXTERNAL_PROOF_REQUIRED			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables	Out-of-line source definition has no proven tracked analog; external static/ABI or runtime proof is required before a negative or VA assignment.
PCController.h	21	CPCController::GetJoyButtonOnce	GetJoyButtonOnce(int pad_number, int button)	CPCController	W1_SAVE_SESSION_INPUT_FRONTEND	EXISTING_EXACT_RETAIL_NOTE_VA	0x005147b0	0x005147b0:CPCController__GetJoyButtonOnce	reverse-engineering/binary-analysis/cpccontroller-vtable-semantics-2026-08-11.tsv	Promoted semantic row labels CPCController::GetJoyButtonOnce SOURCE_INLINE and states the exact edge test.
PCController.h	22	CPCController::GetJoyButtonOn	GetJoyButtonOn(int pad_number, int button)	CPCController	W1_SAVE_SESSION_INPUT_FRONTEND	EXISTING_EXACT_RETAIL_NOTE_VA	0x005147f0	0x005147f0:CPCController__GetJoyButtonOn	reverse-engineering/binary-analysis/cpccontroller-vtable-semantics-2026-08-11.tsv	Promoted semantic row labels CPCController::GetJoyButtonOn SOURCE_INLINE and states the exact current-byte test.
PCController.h	23	CPCController::GetJoyButtonRelease	GetJoyButtonRelease(int pad_number, int button)	CPCController	W1_SAVE_SESSION_INPUT_FRONTEND	EXISTING_EXACT_RETAIL_NOTE_VA	0x00514810	0x00514810:CPCController__GetJoyButtonRelease	reverse-engineering/binary-analysis/cpccontroller-vtable-semantics-2026-08-11.tsv	Promoted semantic row labels CPCController::GetJoyButtonRelease SOURCE_INLINE and states the exact release-edge test.
PCController.h	25	CPCController::GetKeyOnce	GetKeyOnce(int pad_number, int key)	CPCController	W1_SAVE_SESSION_INPUT_FRONTEND	EXISTING_EXACT_RETAIL_NOTE_VA	0x00514850	0x00514850:CPCController__GetKeyOnce	reverse-engineering/binary-analysis/cpccontroller-vtable-semantics-2026-08-11.tsv	Promoted semantic row labels CPCController::GetKeyOnce SOURCE_INLINE and bounds the forwarding/canonicalization body.
PCController.h	26	CPCController::GetKeyOn	GetKeyOn(int pad_number, int key)	CPCController	W1_SAVE_SESSION_INPUT_FRONTEND	EXISTING_EXACT_RETAIL_NOTE_VA	0x00514890	0x00514890:CPCController__GetKeyOn	reverse-engineering/binary-analysis/cpccontroller-vtable-semantics-2026-08-11.tsv	Promoted semantic row labels CPCController::GetKeyOn SOURCE_INLINE and bounds the forwarding/canonicalization body.
PCController.h	27	CPCController::DeviceSetVibration	DeviceSetVibration(float)	CPCController	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
PCGame.h	17	CPCGame::SetBaseTime	SetBaseTime(float t)	CPCGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
PCGame.h	18	CPCGame::SetFrameTime	SetFrameTime(float t)	CPCGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
PCMemoryCard.h	15	CPCMemoryCard::IsHDDAvailable	IsHDDAvailable()	CPCMemoryCard	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
PCMemoryCard.h	17	CPCMemoryCard::GetNumCards	GetNumCards(int *num)	CPCMemoryCard	W1_SAVE_SESSION_INPUT_FRONTEND	NAMED_RETAIL_ANALOG_PRECISE_TARGET	0x00514950		reverse-engineering/binary-analysis/cpcmemorycard-pc-save-backend-semantics-2026-08-11.tsv	Promoted semantics anchors PCMemoryCard.h:17 and names the released single-device adapter, explicitly bounding divergence from the zero-returning source stub.
PCMemoryCard.h	97	CPCMemoryCard::Update	Update()	CPCMemoryCard	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Player.cpp	24	CPlayer::CPlayer	CPlayer::CPlayer(int number)	CPlayer	W1_SAVE_SESSION_INPUT_FRONTEND	NAMED_RETAIL_ANALOG_PRECISE_TARGET	0x004d2780	0x004d2780:CPlayer__ctor	reverse-engineering/binary-analysis/functions/Player.cpp/CPlayer__ctor.md	Function note names the exact source signature and retail constructor but grades the bridge Partial static, so this remains SOURCE_ANALOG-ready only.
Player.h	65	CPlayer::CanBeControlledWhenInPause	CanBeControlledWhenInPause()	CPlayer	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Player.h	66	CPlayer::GetControlType	GetControlType()	CPlayer	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Player.h	68	CPlayer::GetNumber	GetNumber()	CPlayer	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Player.h	70	CPlayer::GetNumEnemyThingKilled	GetNumEnemyThingKilled(EKilledType type)	CPlayer	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Player.h	71	CPlayer::GetBattleEngine	* GetBattleEngine()	CPlayer	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Player.h	72	CPlayer::IsGod	IsGod()	CPlayer	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Player.h	73	CPlayer::ShouldRenderInternalCockpit	ShouldRenderInternalCockpit()	CPlayer	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Player.h	74	CPlayer::GetIsInFPV	GetIsInFPV()	CPlayer	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Player.h	75	CPlayer::GetPreferredCurrentViewMode	GetPreferredCurrentViewMode()	CPlayer	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Player.h	86	CPlayer::SetStat	SetStat(EPlayerStats s,int v)	CPlayer	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Player.h	87	CPlayer::GetStat	GetStat(EPlayerStats s)	CPlayer	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Player.h	88	CPlayer::IncStat	IncStat(EPlayerStats s,int v=1)	CPlayer	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Player.h	94	CPlayer::KilledThing	KilledThing(EKilledType type)	CPlayer	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Player.h	96	CPlayer::GetTimeoutTime	GetTimeoutTime()	CPlayer	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
scheduledevent.h	16	CScheduledEvent::CScheduledEvent	CScheduledEvent()	CScheduledEvent	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
scheduledevent.h	20	CScheduledEvent::GetTime	& GetTime()	CScheduledEvent	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
scheduledevent.h	21	CScheduledEvent::SetTime	SetTime(float new_time)	CScheduledEvent	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
scheduledevent.h	22	CScheduledEvent::SetReuse	SetReuse(BOOL val)	CScheduledEvent	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
scheduledevent.h	24	CScheduledEvent::GetReuse	GetReuse()	CScheduledEvent	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
scheduledevent.h	25	CScheduledEvent::GetData	*  GetData()	CScheduledEvent	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
scheduledevent.h	26	CScheduledEvent::SetData	SetData(CMonitor* data)	CScheduledEvent	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
scheduledevent.h	28	CScheduledEvent::GetNextFreeSE	* GetNextFreeSE()	CScheduledEvent	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
scheduledevent.h	29	CScheduledEvent::SetNextFreeSE	SetNextFreeSE(CScheduledEvent* se)	CScheduledEvent	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
