addr	provenance	liveKind	currentNameLive	proposedName	tier	anchorKind	anchorEvidence	reason
0x004f7c70	DEMOTE	FUNCTION	StringScratch__CopyToRotating4KBufferA	StringScratch_T3_004f7c70	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x004f7cd0	DEMOTE	FUNCTION	StringScratch__CopyToRotating4KBufferB	StringScratch_T3_004f7cd0	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x004fd7e0	DEMOTE	FUNCTION	CUnitAI__AreSpawnedChildrenReady	CUnit__AreSpawnedChildrenReady	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	class by receiver field shape (+0x18c) only	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. class by receiver field shape (+0x18c) only
0x004fdc10	DEMOTE	FUNCTION	CFrontEndPage__Init_ReturnTrue	SharedVFunc__ReturnTrue_004fdc10	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	MEASURED: 36 data refs across 36 distinct vtable classes -- a shared 'return 1' stub; CFrontEndPage exclusivity refuted	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. MEASURED: 36 data refs across 36 distinct vtable classes -- a shared 'return 1' stub; CFrontEndPage exclusivity refuted
0x004fe480	DEMOTE	FUNCTION	CEngine__DispatchBoundCallbackIfPresent	CUnit__DispatchBoundCallbackIfPresent	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	class by receiver field shape (+0x208) only	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. class by receiver field shape (+0x208) only
0x00505c30	DEMOTE	FUNCTION	NamedEntryList__FindNearestChildByNameAndPosition	NamedEntryList_T3_00505c30	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x00510060	PROMOTE	FUNCTION	CWorldPhysicsManager__CreateEffect	CWorldPhysicsManager__CreateFeature	TIER3_CLASS_FILEPATH+TIER1_PRODUCT_STRING	RTTI_PRODUCT_CLASS	installs vt 0x005e45e0 (COL 0x006184c0 -> .?AVCFeature@@ @file 0x23da18) and its slot 7 returns the shipped literal 'CFeature' at VA 0x0063da28 (verified); prefix has NO RTTI - anchored by the alloc-site path C:\dev\ONSLAUGHT2\WorldPhysicsManager.cpp @file 0x23d7aa	Class identity recovered from the shipped image; earlier verdict re-measured independently. structuralAnchor=CFeature:TD; vt 0x005e45e0 COL->CFeature; vtImmInBody=True; srcPath 'C:\dev\ONSLAUGHT2\WorldPhysicsManager.cpp' present=True; literal@0x0063da28='CFeature' want='CFeature' | prefixVtableBinding=vtableHits=0  | productConstructorChain=bodyOrCalleeInstalls=['CComplexThing', 'CFeature', 'CThing', 'IAudibleThing', 'IRenderableThing'] wantProduct=CFeature; CComplexThing__ctor_base@0x004f3e10 installs IRenderableThing; CComplexThing__ctor_base@0x004f3e10 installs CThing; CComplexThing__ctor_base@0x004f3e10 installs CThing; CComplexThing__ctor_base@0x004f3e10 installs IAudibleThing; CComplexThing__ctor_base@0x004f3e10 installs CComplexThing; CComplexThing__ctor_base@0x004f3e10 installs CComplexThing
0x00510150	PROMOTE	FUNCTION	CWorldPhysicsManager__CreateTrigger	CWorldPhysicsManager__CreateHazard	TIER3_CLASS_FILEPATH+TIER1_PRODUCT_STRING	RTTI_PRODUCT_CLASS	installs vt 0x005e477c (COL 0x00618538 -> .?AVCHazard@@ @file 0x23da40) and its slot 7 returns the shipped literal 'CHazard' at VA 0x0063da50 (verified); no CTrigger/CreateTrigger string exists; prefix anchored by C:\dev\ONSLAUGHT2\WorldPhysicsManager.cpp @file 0x23d7aa	Class identity recovered from the shipped image; earlier verdict re-measured independently. structuralAnchor=CHazard:TD; vt 0x005e477c COL->CHazard; vtImmInBody=True; srcPath 'C:\dev\ONSLAUGHT2\WorldPhysicsManager.cpp' present=True; literal@0x0063da50='CHazard' want='CHazard' | prefixVtableBinding=vtableHits=0  | productConstructorChain=bodyOrCalleeInstalls=['CComplexThing', 'CHazard', 'CThing', 'IAudibleThing', 'IRenderableThing'] wantProduct=CHazard; CComplexThing__ctor_base@0x004f3e10 installs IRenderableThing; CComplexThing__ctor_base@0x004f3e10 installs CThing; CComplexThing__ctor_base@0x004f3e10 installs CThing; CComplexThing__ctor_base@0x004f3e10 installs IAudibleThing; CComplexThing__ctor_base@0x004f3e10 installs CComplexThing; CComplexThing__ctor_base@0x004f3e10 installs CComplexThing
0x00512630	DEMOTE	FUNCTION	Platform__HandleDeviceLostAndRestore	Platform__HandleDeviceLost	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	method trim; prefix anchored only by C:\dev\ONSLAUGHT2\Platform.cpp	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. method trim; prefix anchored only by C:\dev\ONSLAUGHT2\Platform.cpp
0x00515360	DEMOTE	FUNCTION	PCPlatform__ResetAsyncMusicStream	PCPlatform_T3_00515360	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_WRONG_OWNER; class anchor: LITERAL_STRING PCPlatform; vtable owners: .?AVCPCMusic@@@slot3	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_WRONG_OWNER; class anchor: LITERAL_STRING PCPlatform; vtable owners: .?AVCPCMusic@@@slot3
0x00518be0	DEMOTE	FUNCTION	CCredits__BuildDefaultEntries	CCredits_T3_00518be0	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x0051b600	PROMOTE	FUNCTION	CFEPMultiplayerStart__SubObj4034__ctor	CFEPIntro__ctor	TIER1_CLASS_RTTI+TIER3_METHOD	RTTI_VTABLE_INSTALL	vt 0x005e49b4 installed by body; COL 0x006187f8 -> TD 0x0063fb78 = .?AVCFEPIntro@@	Class identity recovered from the shipped image; earlier verdict re-measured independently. structuralAnchor=vt=0x005e49b4 immediateInBody=True COL=0x006187f8 -> CFEPIntro | prefixVtableBinding=vtableHits=0 
0x0051b610	DEMOTE	FUNCTION	CFEPMultiplayerStart__SubObj4034__ResetFlags	CFEPMultiplayerStart__SubObj4034_T3_0051b610	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x0051b640	DEMOTE	FUNCTION	CFEPMultiplayerStart__SubObj4034__Init	CFEPMultiplayerStart__SubObj4034_T3_0051b640	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_UNSUPPORTED_AND_WRONG_OWNER; class anchor: ABSENT; vtable owners: .?AVCFEPIntro@@@slot0	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_UNSUPPORTED_AND_WRONG_OWNER; class anchor: ABSENT; vtable owners: .?AVCFEPIntro@@@slot0
0x0051b660	DEMOTE	FUNCTION	CFEPMultiplayerStart__SubObj4034__ButtonPressed	CFEPMultiplayerStart__SubObj4034_T3_0051b660	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_UNSUPPORTED_AND_WRONG_OWNER; class anchor: ABSENT; vtable owners: .?AVCFEPIntro@@@slot3	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_UNSUPPORTED_AND_WRONG_OWNER; class anchor: ABSENT; vtable owners: .?AVCFEPIntro@@@slot3
0x00527d00	SLOTFIX	FUNCTION	CReconnectInterface__VFunc_07_00527d00	CRenderMethod__VFunc_0_00527d00	TIER3_SLOT_ORDINAL	VTABLE_SLOT_OFF_BY_OTHER	vtable 0x005e4a80 slot 0 @ 0x005e4a80; COL class CRenderMethod; encodedSlot 7 delta -7; class also wrong: CReconnectInterface's own vtable 0x005e4a64 has only 6 slots (no slot 7); this VA is the sole entry of the COL-anchored CRenderMethod vtable 0x005e4a80	Encoded vtable ordinal was wrong. Measured from the specimen: vtable 0x005e4a80 (COL CRenderMethod, 1 entries) holds this VA at slot 0; the corrected name encodes that ordinal.
0x00527de0	DEMOTE	FUNCTION	CWaterRenderSystem__ResetAndMarkSourceFlag	CWaterRenderSystem_T3_00527de0	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x0052ff20	DEMOTE	FUNCTION	ScriptCommandRegistry__InitBuiltins	ScriptCommandRegistry_T3_0052ff20	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x005387b0	DEMOTE	FUNCTION	CScriptEventNB__ClearEventListeners	CScriptEventNB__ClearListenerEntry	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	method descriptive; class has RTTI	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. method descriptive; class has RTTI
0x00538860	DEMOTE	FUNCTION	CScriptEventNB__CreateEventListener	CScriptEventNB__CreateListenerSet	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	method descriptive; class has RTTI	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. method descriptive; class has RTTI
0x0053a040	DEMOTE	FUNCTION	CDXTexture__EnsureLoaded	CDXTexture_T3_0053a040	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_WRONG_OWNER; class anchor: RTTI_TYPE_DESCRIPTOR .?AVCDXTexture@@; vtable owners: .?AVCBLTexture@@@slot2	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_WRONG_OWNER; class anchor: RTTI_TYPE_DESCRIPTOR .?AVCDXTexture@@; vtable owners: .?AVCBLTexture@@@slot2
0x0053f010	PROMOTE	FUNCTION	CCutscene__SetTrackSlotByFlag	CDXEngine__SetTrackSlotByFlag	TIER1_CLASS_RTTI+METHOD_UNCHANGED	RTTI_RECEIVER_GLOBAL	all 4 call sites (0x0046d000/0x0043f3d2/0x0043f4f5/0x0043fa0c) carry MOV ECX,0x0089c9a0; that global is initialised MOV [0x0089c9a0],0x005e4fc4 at 0x0053d351 and 0x0053d390, and vt 0x005e4fc4 -> COL -> TD = .?AVCDXEngine@@	Class identity recovered from the shipped image; earlier verdict re-measured independently. structuralAnchor=global=0x0089c9a0 initSlot=0x0089c9a0 vt=0x005e4fc4 COL->CDXEngine; callSitesCarryingMovEcxGlobal=5; movDwordPtrGlobalVtSites=2 | prefixVtableBinding=vtableHits=0 
0x005503a0	DEMOTE	FUNCTION	CDXPatch__Destructor_thunk	CDXPatch_T3_005503a0	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x00551fd0	DEMOTE	FUNCTION	CGenericActiveReader__ctor_Zero	CGenericActiveReader_T3_00551fd0	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x005524a0	DEMOTE	FUNCTION	CRenderQueue__UpdateViewVectorAndMatrix	CRenderQueue_T3_005524a0	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x00552660	DEMOTE	FUNCTION	CRenderQueue__ResetOrPushSentinel	CRenderQueue_T3_00552660	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x005526c0	DEMOTE	FUNCTION	CRenderQueue__InsertSortedByDepth	CRenderQueue_T3_005526c0	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x00552740	DEMOTE	FUNCTION	CRenderQueue__RecycleInactiveItems	CRenderQueue_T3_00552740	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x00552800	DEMOTE	FUNCTION	CRenderQueue__MergePendingItems	CRenderQueue_T3_00552800	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x005528b0	DEMOTE	FUNCTION	CRenderQueue__RenderAll	CRenderQueue_T3_005528b0	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x00553960	DEMOTE	FUNCTION	CRenderQueue__RenderMultipassLayerA	CRenderQueue_T3_00553960	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x00554170	DEMOTE	FUNCTION	CRenderQueue__RenderMultipassLayerB	CRenderQueue_T3_00554170	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x005545d0	DEMOTE	FUNCTION	CRenderQueue__BuildProjectedSprites	CRenderQueue_T3_005545d0	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x00554750	DEMOTE	FUNCTION	CRenderQueue__EmitBillboardStrip	CRenderQueue_T3_00554750	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x00554df0	DEMOTE	FUNCTION	CRenderQueue__RenderVBufTextureWithStateToggle	CRenderQueue_T3_00554df0	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x00555600	SLOTFIX	FUNCTION	CAtmosphericsProfile__VFunc08_UpdateSnowAndRenderOverlay	CSnow__VFunc02_UpdateSnowAndRenderOverlay	TIER3_SLOT_ORDINAL	VTABLE_SLOT_OFF_BY_OTHER	vtable 0x005e5974 slot 2 @ 0x005e597c; COL class CSnow; encodedSlot 8 delta -6; class also wrong: CAtmosphericsProfile has no RTTI vtable anywhere; this VA is CSnow slot 2, and CSnow slot 0 is already named CSnow__VFunc00_GetNameString	Encoded vtable ordinal was wrong. Measured from the specimen: vtable 0x005e5974 (COL CSnow, 7 entries) holds this VA at slot 2; the corrected name encodes that ordinal.
0x0055d6d4	DEMOTE	FUNCTION	CRT__InvokeCallbackWithLockGuards	CRT_T3_0055d6d4	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x0055d6db	DEMOTE	FUNCTION	CRT__SehLockUnlockAndJump	CRT_T3_0055d6db	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x0055db72	DEMOTE	FUNCTION	CRT__EhVectorDestructorIterator_IfNoException	CRT_T3_0055db72	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x0056162e	DEMOTE	FUNCTION	CRT__MathErrorHook_NoOp	CRT_T3_0056162e	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x00563ad3	DEMOTE	FUNCTION	CRT__FpuTransDispatch2_ClearStatusAndHandle	CRT_T3_00563ad3	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x00574080	DEMOTE	FUNCTION	CTexture__WalkNodeListUntilSentinel	CFastVB__WalkNodeListUntilSentinel	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	class by sole-caller family; CFastVB has no RTTI, only FastVB.cpp @0x0063fb24	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. class by sole-caller family; CFastVB has no RTTI, only FastVB.cpp @0x0063fb24
0x00574100	DEMOTE	FUNCTION	CTexture__InitTreeNodeParentAndColor	CFastVB__InitTreeNodeParentAndColor	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	class by sole-caller family; CFastVB source-path anchor only	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. class by sole-caller family; CFastVB source-path anchor only
0x00574120	DEMOTE	FUNCTION	CTexture__TreeIteratorPrev	CFastVB__TreeIteratorPrev	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	class by sole-caller family; CFastVB source-path anchor only	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. class by sole-caller family; CFastVB source-path anchor only
0x0057437a	DEMOTE	FUNCTION	CFastVB__SelectBestFormatHandler	CDXTexture__SelectBestFormatHandler	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	class by caller family; CDXTexture has RTTI but no slot binds this function	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. class by caller family; CDXTexture has RTTI but no slot binds this function
0x0057609c	DEMOTE	FUNCTION	CFastVB__DispatchIndirect_00657028	DispatchPtr_00657028_WithInit	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	neutral placeholder; orphan slot, no class evidence	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. neutral placeholder; orphan slot, no class evidence
0x00576297	DEMOTE	FUNCTION	CDXTexture__DispatchPtr00656f68_WithInit_Thunk	DispatchPtr_00656f68_NoInit_Thunk	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	neutral placeholder; recorded WithInit tag is false	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. neutral placeholder; recorded WithInit tag is false
0x005768fe	DEMOTE	FUNCTION	CFastVB__DispatchTableCall_656f3c	DispatchTableCall_00656f3c	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	neutral placeholder; caller plurality CTexture 9 / CVertexShader 7 / CFastVB 5	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. neutral placeholder; caller plurality CTexture 9 / CVertexShader 7 / CFastVB 5
0x005780e3	DEMOTE	FUNCTION	Math__DispatchSlot00656f84_NoInit_005780e3	Math_T3_005780e3	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x0057cc7b	DEMOTE	FUNCTION	Math__FloorFloatToDouble	Math_T3_0057cc7b	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x0057d9f1	DEMOTE	FUNCTION	CFastVB__Downsample2x1_R5G6B5	CDXTexture__Average2x2Block_PackedByte_E3_1C	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	descriptive; both recorded tags falsified	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. descriptive; both recorded tags falsified
0x0057db30	DEMOTE	FUNCTION	CFastVB__Downsample2x1_L8	CDXTexture__Average2x2Block_L8	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	descriptive; 2x1 tag falsified	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. descriptive; 2x1 tag falsified
0x0058677b	DEMOTE	FUNCTION	CDXTexture__UnpackTexels_CallbackSingleTexel	CDXTexture__UnpackTexels_CallbackSpanDispatch	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	descriptive; SingleTexel tag falsified	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. descriptive; SingleTexel tag falsified
0x00587daf	DEMOTE	FUNCTION	CFastVB__TexelPackProfile__dtor	CFastVB__TexelPackProfile_T3_00587daf	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x00588896	DEMOTE	FUNCTION	CDXTexture__CloseHandleIfValid	CDXTexture__CloseMappedFileContextIfOpen	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	descriptive	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. descriptive
0x00590da0	DEMOTE	FUNCTION	CTexture__DrainParserWorkQueue	CDXTexture__DrainJpegDecodeWorkQueue	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	descriptive	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. descriptive
0x00594fb6	DEMOTE	FUNCTION	CTexture__SetDecodeScanParameters	CDXTexture__SetPaletteBufferInfo	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	descriptive	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. descriptive
0x00598873	DEMOTE	FUNCTION	CFastVB__CloneNodeChainWithAddRef	CFastVB__CloneNodeChain	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	descriptive; WithAddRef falsified (no refcount call)	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. descriptive; WithAddRef falsified (no refcount call)
0x005a1279	DEMOTE	FUNCTION	CFastVB__EvaluateCubicBasisDerivativeVec2	CFastVB__DispatchOp_CubicBlendVec2	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	descriptive; derivative tag falsified	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. descriptive; derivative tag falsified
