stable_key	source_file	source_line	function	signature	source_commit	target_branch	source_anchor	source_excerpt	source_algorithm	fields_constants	source_side_effects	initial_readiness	retail_classification	retail_va	retail_analog	retail_evidence	retail_reason	retail_falsifier	rebuild_disposition	rebuild_owner	reuse_disposition	predecessor_artifacts
ltshell.h:314:PCLTShell::JoyButtonOn:JoyButtonOn(int padnumber, int button)	ltshell.h	314	PCLTShell::JoyButtonOn	JoyButtonOn(int padnumber, int button)	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"BOOL					JoyButtonOn(int padnumber, int button) {	if (JoyState(padnumber)->rgbButtons[button])"	"BOOL					JoyButtonOn(int padnumber, int button) {	if (JoyState(padnumber)->rgbButtons[button]) / { return TRUE ; } else return FALSE ; }"	Return true while the current joystick button byte is set.	TRUE;FALSE	May call the delegated object shown in the source excerpt; no other mutation is claimed.	EXTERNAL_PROOF_REQUIRED	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Multi-line/header body has no proven tracked target; inspect compiler emission/folding, callers, and ABI before classifying. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PARTIAL_LAW_PRESENT	rebuild/OnslaughtRebuild.Client;rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
ltshell.h:317:PCLTShell::JoyButtonRelease:JoyButtonRelease(int padnumber, int button)	ltshell.h	317	PCLTShell::JoyButtonRelease	JoyButtonRelease(int padnumber, int button)	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"BOOL					JoyButtonRelease(int padnumber, int button) {	if ((OldJoyState(padnumber)->rgbButtons[button]) &&"	"BOOL					JoyButtonRelease(int padnumber, int button) {	if ((OldJoyState(padnumber)->rgbButtons[button]) && / JoyState(padnumber)->rgbButtons[button] == FALSE) / { return TRUE ; } else return FALSE ; }"	Return true only on a joystick-button falling edge: old set and current clear.	FALSE;TRUE	May call the delegated object shown in the source excerpt; no other mutation is claimed.	EXTERNAL_PROOF_REQUIRED	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Multi-line/header body has no proven tracked target; inspect compiler emission/folding, callers, and ABI before classifying. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PARTIAL_LAW_PRESENT	rebuild/OnslaughtRebuild.Client;rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
ltshell.h:323:PCLTShell::Running:Running()	ltshell.h	323	PCLTShell::Running	Running()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"bool					Running()					{ return mRunning; }"	"bool					Running()					{ return mRunning; }"	Return the source expression `mRunning`.	mRunning	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PARTIAL_LAW_PRESENT	rebuild/OnslaughtRebuild.Client;rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
ltshell.h:324:PCLTShell::SetRunning:SetRunning(bool inRunning)	ltshell.h	324	PCLTShell::SetRunning	SetRunning(bool inRunning)	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"void					SetRunning(bool inRunning)	{ mRunning=inRunning; }"	"void					SetRunning(bool inRunning)	{ mRunning=inRunning; }"	Execute the exact inline state transition `mRunning=inRunning;`.	mRunning	Mutates only the fields or delegated target shown in the exact source excerpt.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PARTIAL_LAW_PRESENT	rebuild/OnslaughtRebuild.Client;rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
ltshell.h:326:PCLTShell::GetWindowWidth:GetWindowWidth()	ltshell.h	326	PCLTShell::GetWindowWidth	GetWindowWidth()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"int						GetWindowWidth() { return m_d3dpp.BackBufferWidth; }"	"int						GetWindowWidth() { return m_d3dpp.BackBufferWidth; }"	Return the source expression `m_d3dpp.BackBufferWidth`.	m_d3dpp	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PARTIAL_LAW_PRESENT	rebuild/OnslaughtRebuild.Client;rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
ltshell.h:327:PCLTShell::GetWindowHeight:GetWindowHeight()	ltshell.h	327	PCLTShell::GetWindowHeight	GetWindowHeight()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"int						GetWindowHeight() { return m_d3dpp.BackBufferHeight; }"	"int						GetWindowHeight() { return m_d3dpp.BackBufferHeight; }"	Return the source expression `m_d3dpp.BackBufferHeight`.	m_d3dpp	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PARTIAL_LAW_PRESENT	rebuild/OnslaughtRebuild.Client;rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
PCEngine.h:48:CPCEngine::GetSky:* GetSky()	PCEngine.h	48	CPCEngine::GetSky	* GetSky()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	legacy CPCEngine alternate; engine.h:229-232 selects CDXEngine under _DIRECTX	"class	CPCSky*		GetSky() { return mSky; }"	"class	CPCSky*		GetSky() { return mSky; }"	Return the source expression `mSky`.	mSky	Read-only or no-op at this source definition; no source-visible mutation.	AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.	NOT_SELECTED_TARGET	No rebuild owner; excluded source branch	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv
PCEngine.h:50:CPCEngine::GetSky:* GetSky()	PCEngine.h	50	CPCEngine::GetSky	* GetSky()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	legacy CPCEngine alternate; engine.h:229-232 selects CDXEngine under _DIRECTX	"class	CXBOXSky*	GetSky() { return mSky; }"	"class	CXBOXSky*	GetSky() { return mSky; }"	Return the source expression `mSky`.	mSky	Read-only or no-op at this source definition; no source-visible mutation.	AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.	NOT_SELECTED_TARGET	No rebuild owner; excluded source branch	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv
PCEngine.h:53:CPCEngine::GetDefaultTexture:*GetDefaultTexture()	PCEngine.h	53	CPCEngine::GetDefaultTexture	*GetDefaultTexture()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	legacy CPCEngine alternate; engine.h:229-232 selects CDXEngine under _DIRECTX	"class CTEXTURE		*GetDefaultTexture()	{return mDefaultTexture;}; //###"	"class CTEXTURE		*GetDefaultTexture()	{return mDefaultTexture;}; //###"	Return the source expression `mDefaultTexture`.	mDefaultTexture	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.	NOT_SELECTED_TARGET	No rebuild owner; excluded source branch	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv
PCEngine.h:55:CPCEngine::GetScreenTexture:*GetScreenTexture()	PCEngine.h	55	CPCEngine::GetScreenTexture	*GetScreenTexture()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	legacy CPCEngine alternate; engine.h:229-232 selects CDXEngine under _DIRECTX	"class CTEXTURE		*GetScreenTexture() { return mScreenTexture; };"	"class CTEXTURE		*GetScreenTexture() { return mScreenTexture; };"	Return the source expression `mScreenTexture`.	mScreenTexture	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.	NOT_SELECTED_TARGET	No rebuild owner; excluded source branch	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv
PCEngine.h:56:CPCEngine::TriggerScreenCapture:TriggerScreenCapture()	PCEngine.h	56	CPCEngine::TriggerScreenCapture	TriggerScreenCapture()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	legacy CPCEngine alternate; engine.h:229-232 selects CDXEngine under _DIRECTX	"void				TriggerScreenCapture() { mCaptureScreen=true; mCaptureAreaTop=0; mCaptureAreaBottom=1000; };"	"void				TriggerScreenCapture() { mCaptureScreen=true; mCaptureAreaTop=0; mCaptureAreaBottom=1000; };"	Arm screen capture and store the source-selected top and bottom capture bounds.	mCaptureScreen;mCaptureAreaTop;mCaptureAreaBottom;0;1000	Mutates only the fields or delegated target shown in the exact source excerpt.	SOURCE_ONLY_BOUNDED_NO_MATCH	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.	NOT_SELECTED_TARGET	No rebuild owner; excluded source branch	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv
PCEngine.h:57:CPCEngine::TriggerPartialScreenCapture:TriggerPartialScreenCapture(int top,int bottom)	PCEngine.h	57	CPCEngine::TriggerPartialScreenCapture	TriggerPartialScreenCapture(int top,int bottom)	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	legacy CPCEngine alternate; engine.h:229-232 selects CDXEngine under _DIRECTX	"void				TriggerPartialScreenCapture(int top,int bottom) { mCaptureScreen=true; mCaptureAreaTop=top; mCaptureAreaBottom=bottom; };"	"void				TriggerPartialScreenCapture(int top,int bottom) { mCaptureScreen=true; mCaptureAreaTop=top; mCaptureAreaBottom=bottom; };"	Arm screen capture and store the source-selected top and bottom capture bounds.	mCaptureScreen;mCaptureAreaTop;mCaptureAreaBottom	Mutates only the fields or delegated target shown in the exact source excerpt.	SOURCE_ONLY_BOUNDED_NO_MATCH	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.	NOT_SELECTED_TARGET	No rebuild owner; excluded source branch	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv
PCEngine.h:64:CPCEngine::ToggleHudAlphaMode:ToggleHudAlphaMode()	PCEngine.h	64	CPCEngine::ToggleHudAlphaMode	ToggleHudAlphaMode()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	legacy CPCEngine alternate; engine.h:229-232 selects CDXEngine under _DIRECTX	"void				ToggleHudAlphaMode() { mHudAditive = !mHudAditive; }"	"void				ToggleHudAlphaMode() { mHudAditive = !mHudAditive; }"	Execute the exact inline state transition `mHudAditive = !mHudAditive;`.	mHudAditive	Mutates only the fields or delegated target shown in the exact source excerpt.	SOURCE_ONLY_BOUNDED_NO_MATCH	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.	NOT_SELECTED_TARGET	No rebuild owner; excluded source branch	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv
PCEngine.h:65:CPCEngine::HudAditive:HudAditive()	PCEngine.h	65	CPCEngine::HudAditive	HudAditive()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	legacy CPCEngine alternate; engine.h:229-232 selects CDXEngine under _DIRECTX	"BOOL				HudAditive()		{ return mHudAditive; }"	"BOOL				HudAditive()		{ return mHudAditive; }"	Return the source expression `mHudAditive`.	mHudAditive	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.	NOT_SELECTED_TARGET	No rebuild owner; excluded source branch	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv
PCEngine.h:67:CPCEngine::GetOutlineTexture:* GetOutlineTexture()	PCEngine.h	67	CPCEngine::GetOutlineTexture	* GetOutlineTexture()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	legacy CPCEngine alternate; engine.h:229-232 selects CDXEngine under _DIRECTX	"CTEXTURE*			GetOutlineTexture() { return mTexOutline; }"	"CTEXTURE*			GetOutlineTexture() { return mTexOutline; }"	Return the source expression `mTexOutline`.	mTexOutline	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.	NOT_SELECTED_TARGET	No rebuild owner; excluded source branch	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv
PCEngine.h:68:CPCEngine::GetOpaqueTexture:* GetOpaqueTexture()	PCEngine.h	68	CPCEngine::GetOpaqueTexture	* GetOpaqueTexture()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	legacy CPCEngine alternate; engine.h:229-232 selects CDXEngine under _DIRECTX	"CTEXTURE*			GetOpaqueTexture()	{ return mTexOpaque ; }"	"CTEXTURE*			GetOpaqueTexture()	{ return mTexOpaque ; }"	Return the source expression `mTexOpaque`.	mTexOpaque	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.	NOT_SELECTED_TARGET	No rebuild owner; excluded source branch	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv
PCEngine.h:97:CPCEngine::GetWaterTexture:* GetWaterTexture()	PCEngine.h	97	CPCEngine::GetWaterTexture	* GetWaterTexture()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	legacy CPCEngine alternate; engine.h:229-232 selects CDXEngine under _DIRECTX	"CTEXTURE*			GetWaterTexture() { return mWater->GetTexture();}"	"CTEXTURE*			GetWaterTexture() { return mWater->GetTexture();}"	Return the source expression `mWater->GetTexture()`.	mWater	May call the delegated object shown in the source excerpt; no other mutation is claimed.	SOURCE_ONLY_BOUNDED_NO_MATCH	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.	NOT_SELECTED_TARGET	No rebuild owner; excluded source branch	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv
