# bea.source-crosswalk.remediation-wave1.v1
# Parent audit: t_a103d4a7 commit 906452399d8fda9c1549859a66492ab72761a8f3
# Applied batch: 2 plus semantic correction t_497a7f9f (cumulative/final)
# Baseline: 1,783 AST definitions; 1,164 crosswalk rows; 1,149 valid joins; 15 non-function extras; 634 omitted definitions.
# Wave 1 does not add the 634 omitted definitions; they remain the named subsystem-expansion backlog.
# authority_targets are existing read-only authorities; analogy_boundary states the exact ceiling of each decision. The 24 original unsupported-analog downgrades carry a COLD_REAUDIT disposition after promoted-table, exact-note, and bounded-owner-alias review.
source_file	source_function	src_line	source_anchor	before_classification	before_va	action	after_classification	after_va	retail_name	evidence_status	authority_targets	analogy_boundary	raw_finding_codes	audit_disposition
Career.cpp	CCareer::Load	1040	Career.cpp:1040	SOURCE_ANALOG	0x00421200	DOWNGRADE_UNSHIPPED_PC_BRANCH;RETAIN_LINE_DISAMBIGUATED_SOURCE_IDENTITY	NO_MATCH_FOUND		CCareer__Load	BOUNDED_NO_MATCH;LINE_AND_SIGNATURE_DISTINCT	reverse-engineering/binary-analysis/functions/Career.cpp/CCareer__Load.md;reverse-engineering/binary-analysis/career-save-format-semantics-2026-08-11.tsv;pinned references/Onslaught AST inventory	The retail note explicitly maps the VA to the Xbox-shaped sibling source definition at line 1095; this no-argument PC career.dat branch is distinct and receives no populated VA.;Same file/function label occurs at source lines 1040,1095; source line and AST signature remain the identity, and no overload or conditional branch is collapsed.	CROSSWALK_VA_COLLISION;SOURCE_NAME_AMBIGUOUS	RAW_NAME_HIT_FALSE_POSITIVE_SIBLING_SOURCE_LABEL;SOURCE_NAME_AMBIGUITY_INFORMATIONAL
Career.cpp	CCareer::Save	1068	Career.cpp:1068	SOURCE_ANALOG	0x00421350	DOWNGRADE_UNSHIPPED_PC_BRANCH;RETAIN_LINE_DISAMBIGUATED_SOURCE_IDENTITY	NO_MATCH_FOUND		CCareer__Save	BOUNDED_NO_MATCH;LINE_AND_SIGNATURE_DISTINCT	reverse-engineering/binary-analysis/functions/Career.cpp/CCareer__Save.md;reverse-engineering/binary-analysis/career-save-format-semantics-2026-08-11.tsv;pinned references/Onslaught AST inventory	The retail note explicitly maps the VA to the Xbox-shaped sibling source definition at line 1128; this no-argument PC career.dat branch is distinct and receives no populated VA.;Same file/function label occurs at source lines 1068,1128; source line and AST signature remain the identity, and no overload or conditional branch is collapsed.	CROSSWALK_VA_COLLISION;SOURCE_NAME_AMBIGUOUS	RAW_NAME_HIT_FALSE_POSITIVE_SIBLING_SOURCE_LABEL;SOURCE_NAME_AMBIGUITY_INFORMATIONAL
Career.cpp	CCareer::Load	1095	Career.cpp:1095	SOURCE_ANALOG	0x00421200	RETAIN_UNIQUE_VA_OWNER;RETAIN_LINE_DISAMBIGUATED_SOURCE_IDENTITY	SOURCE_ANALOG	0x00421200	CCareer__Load	EXISTING_IDENTITY_RETAINED;LINE_AND_SIGNATURE_DISTINCT	reverse-engineering/binary-analysis/functions/Career.cpp/CCareer__Load.md;reverse-engineering/binary-analysis/career-save-format-semantics-2026-08-11.tsv;pinned references/Onslaught AST inventory	This row is the evidence-supported owner of the populated VA; colliding prefix/alternate-source rows were cleared without collapsing their source identities.;Same file/function label occurs at source lines 1040,1095; source line and AST signature remain the identity, and no overload or conditional branch is collapsed.	CROSSWALK_VA_COLLISION;SOURCE_NAME_AMBIGUOUS	FIX_VA_COLLISION_BY_PEER;SOURCE_NAME_AMBIGUITY_INFORMATIONAL
Career.cpp	CCareer::Save	1128	Career.cpp:1128	SOURCE_ANALOG	0x00421350	RETAIN_UNIQUE_VA_OWNER;RETAIN_LINE_DISAMBIGUATED_SOURCE_IDENTITY	SOURCE_ANALOG	0x00421350	CCareer__Save	EXISTING_IDENTITY_RETAINED;LINE_AND_SIGNATURE_DISTINCT	reverse-engineering/binary-analysis/functions/Career.cpp/CCareer__Save.md;reverse-engineering/binary-analysis/career-save-format-semantics-2026-08-11.tsv;pinned references/Onslaught AST inventory	This row is the evidence-supported owner of the populated VA; colliding prefix/alternate-source rows were cleared without collapsing their source identities.;Same file/function label occurs at source lines 1068,1128; source line and AST signature remain the identity, and no overload or conditional branch is collapsed.	CROSSWALK_VA_COLLISION;SOURCE_NAME_AMBIGUOUS	FIX_VA_COLLISION_BY_PEER;SOURCE_NAME_AMBIGUITY_INFORMATIONAL
Career.cpp	CCareer::GetGradeFromRanking	1178	Career.cpp:1178	SOURCE_EXACT	0x00421470	DROP_UNRESOLVED_SECONDARY_CITATION	SOURCE_EXACT	0x00421470	CCareer__GetGradeFromRanking	PRECISE_EXISTING_NOTE_RETAINED	reverse-engineering/binary-analysis/functions/Career.cpp/CCareer__GetGradeFromRanking.md	The function note already resolves this row; the unrelated semantics-table token had no VA/source-anchor target and was removed rather than treated as evidence.	EVIDENCE_TARGET_UNRESOLVED	FIX_UNRESOLVED_EVIDENCE_TARGET
chunker.cpp	CChunkReader::CChunkReader	96	chunker.cpp:96	SOURCE_ANALOG	0x004237d0	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x004237d0	CChunkReader__ctor	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure use the conventional __ctor projection for this same source owner; the analogy is limited to constructor identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
chunker.cpp	CChunkReader::Open	108	chunker.cpp:108	NO_MATCH_FOUND		RETAIN_LINE_DISAMBIGUATED_SOURCE_IDENTITY	NO_MATCH_FOUND			LINE_AND_SIGNATURE_DISTINCT	pinned references/Onslaught AST inventory	Same file/function label occurs at source lines 108,123; source line and AST signature remain the identity, and no overload or conditional branch is collapsed.	SOURCE_NAME_AMBIGUOUS	SOURCE_NAME_AMBIGUITY_INFORMATIONAL
chunker.cpp	CChunkReader::Open	123	chunker.cpp:123	NO_MATCH_FOUND		RETAIN_LINE_DISAMBIGUATED_SOURCE_IDENTITY	NO_MATCH_FOUND			LINE_AND_SIGNATURE_DISTINCT	pinned references/Onslaught AST inventory	Same file/function label occurs at source lines 108,123; source line and AST signature remain the identity, and no overload or conditional branch is collapsed.	SOURCE_NAME_AMBIGUOUS	SOURCE_NAME_AMBIGUITY_INFORMATIONAL
chunker.cpp	CChunkReader::Close	138	chunker.cpp:138	SOURCE_ANALOG	0x00423900	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00423900	CChunkReader__Close	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00423900 to CChunkReader__Close; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
chunker.cpp	CChunkReader::Skip	189	chunker.cpp:189	SOURCE_ANALOG	0x00423990	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00423990	CChunkReader__Skip	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00423990 to CChunkReader__Skip; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
CLIParams.cpp	CCLIParams::GetParams	85	CLIParams.cpp:85	NO_MATCH_FOUND		RETAIN_LINE_DISAMBIGUATED_SOURCE_IDENTITY	NO_MATCH_FOUND			LINE_AND_SIGNATURE_DISTINCT	pinned references/Onslaught AST inventory	Same file/function label occurs at source lines 85,390; source line and AST signature remain the identity, and no overload or conditional branch is collapsed.	SOURCE_NAME_AMBIGUOUS	SOURCE_NAME_AMBIGUITY_INFORMATIONAL
CLIParams.cpp	CCLIParams::GetParams	390	CLIParams.cpp:390	NO_MATCH_FOUND		RETAIN_LINE_DISAMBIGUATED_SOURCE_IDENTITY	NO_MATCH_FOUND			LINE_AND_SIGNATURE_DISTINCT	pinned references/Onslaught AST inventory	Same file/function label occurs at source lines 85,390; source line and AST signature remain the identity, and no overload or conditional branch is collapsed.	SOURCE_NAME_AMBIGUOUS	SOURCE_NAME_AMBIGUITY_INFORMATIONAL
d3dapp.cpp	CD3DApplication::Create	91	d3dapp.cpp:91	SOURCE_ANALOG	0x005290a0	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x005290a0	CD3DApplication__Create	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x005290a0 to CD3DApplication__Create; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
d3dapp.cpp	CD3DApplication::BuildDeviceList	210	d3dapp.cpp:210	SOURCE_ANALOG	0x00529350	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00529350	CD3DApplication__BuildDeviceList	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00529350 to CD3DApplication__BuildDeviceList; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
d3dapp.cpp	CD3DApplication::FindDepthStencilFormat	506	d3dapp.cpp:506	SOURCE_ANALOG	0x0052a830	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x0052a830	CD3DApplication__FindDepthStencilFormat	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x0052a830 to CD3DApplication__FindDepthStencilFormat; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
d3dapp.cpp	CD3DApplication::MsgProc	603	d3dapp.cpp:603	SOURCE_ANALOG	0x0052aaf0	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x0052aaf0	CD3DApplication__MsgProc	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x0052aaf0 to CD3DApplication__MsgProc; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
d3dapp.cpp	CD3DApplication::Initialize3DEnvironment	857	d3dapp.cpp:857	SOURCE_ANALOG	0x0052af00	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x0052af00	CD3DApplication__Initialize3DEnvironment	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x0052af00 to CD3DApplication__Initialize3DEnvironment; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
d3dapp.cpp	CD3DApplication::Resize3DEnvironment	1042	d3dapp.cpp:1042	SOURCE_ANALOG	0x0052b760	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x0052b760	CD3DApplication__Resize3DEnvironment	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x0052b760 to CD3DApplication__Resize3DEnvironment; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
d3dapp.cpp	CD3DApplication::ToggleFullscreen	1096	d3dapp.cpp:1096	SOURCE_ANALOG	0x0052b840	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x0052b840	CD3DApplication__ToggleFullscreen	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x0052b840 to CD3DApplication__ToggleFullscreen; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
d3dapp.cpp	CD3DApplication::ForceWindowed	1177	d3dapp.cpp:1177	SOURCE_ANALOG	0x0052ba50	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x0052ba50	CD3DApplication__ForceWindowed	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x0052ba50 to CD3DApplication__ForceWindowed; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
d3dapp.cpp	CD3DApplication::SelectDeviceProc	1332	d3dapp.cpp:1332	SOURCE_ANALOG	0x0052bc80	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x0052bc80	CD3DApplication__SelectDeviceProc	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x0052bc80 to CD3DApplication__SelectDeviceProc; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
d3dapp.cpp	CD3DApplication::Cleanup3DEnvironment	1778	d3dapp.cpp:1778	SOURCE_ANALOG	0x0052c430	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x0052c430	CD3DApplication__Cleanup3DEnvironment	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x0052c430 to CD3DApplication__Cleanup3DEnvironment; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
d3dapp.cpp	CD3DApplication::DisplayErrorMsg	1817	d3dapp.cpp:1817	SOURCE_ANALOG	0x0052c4f0	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x0052c4f0	CD3DApplication__DisplayErrorMsg	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x0052c4f0 to CD3DApplication__DisplayErrorMsg; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
DXEngine.cpp	CDXEngine::ShutDown	90	DXEngine.cpp:90	NO_MATCH_FOUND		PROMOTE_NAMED_SOURCE_ANALOG	SOURCE_ANALOG	0x0053d3e0	CDXEngine__Shutdown	NAME_AND_OWNER_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W010/primary/A04.md	The named vtable-slot shutdown body calls CEngine::Shutdown and tears down the DX-owned resources, matching the source owner/role; source-body equality and the unlabeled SetGammaBias neighbor remain unclaimed.	NO_MATCH_NAME_TABLE_HIT	FIX_NO_MATCH_NAME_TABLE_HIT
DXEngine.cpp	CDXEngine::Init	150	DXEngine.cpp:150	SOURCE_ANALOG	0x0053d5f0	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x0053d5f0	CDXEngine__Init	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x0053d5f0 to CDXEngine__Init; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
DXEngine.cpp	CDXEngine::InitResources	207	DXEngine.cpp:207	SOURCE_ANALOG	0x0053d6d0	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x0053d6d0	CDXEngine__InitResources	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x0053d6d0 to CDXEngine__InitResources; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
DXEngine.cpp	CDXEngine::RenderArrow	313	DXEngine.cpp:313	SOURCE_ANALOG	0x0053e2e0	DOWNGRADE_UNSUPPORTED_ANALOG	NO_MATCH_FOUND		CDXEngine__Render	BOUNDED_NO_MATCH_REAUDITED	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/functions/engine.cpp/CDXEngine__Render.md	Cold re-audit across the DXEngine owner, promoted notes/semantic tables, and bounded aliases confirms 0x0053e2e0 is the heavy CDXEngine::Render body at source line 637, not RenderArrow at line 313; no separate named RenderArrow body is proven. Binary absence and inlining are not claimed.	ANALOG_REASON_EVIDENCE_WEAK;CROSSWALK_VA_COLLISION	FIX_WEAK_ANALOG_EVIDENCE;COLD_REAUDIT_CONFIRMED
DXEngine.cpp	CDXEngine::ShutdownRestartLoop	566	DXEngine.cpp:566	SOURCE_ANALOG	0x0053d3e0	DOWNGRADE_UNSUPPORTED_ANALOG	NO_MATCH_FOUND		CDXEngine__Shutdown	BOUNDED_NO_MATCH_REAUDITED	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W010/primary/A04.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W010/adversarial/B04.md	Cold re-audit across DXEngine names, promoted full-pass notes, semantic tables, and bounded aliases confirms 0x0053d3e0 is the vtable-slot Shutdown owner and its adjacent unlabeled body is SetGammaBias-shaped, not ShutdownRestartLoop; no separate named restart-loop body is proven. Binary absence and optimization are not claimed.	ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE;COLD_REAUDIT_CONFIRMED
DXEngine.cpp	CDXEngine::Render	637	DXEngine.cpp:637	SOURCE_EXACT	0x0053e2e0	RETAIN_UNIQUE_VA_OWNER	SOURCE_EXACT	0x0053e2e0	CDXEngine__Render	EXISTING_IDENTITY_RETAINED	reverse-engineering/binary-analysis/functions/engine.cpp/CDXEngine__Render.md	This row is the evidence-supported owner of the populated VA; colliding prefix/alternate-source rows were cleared without collapsing their source identities.	CROSSWALK_VA_COLLISION	FIX_VA_COLLISION_BY_PEER
DXFrontend.cpp	CDXFrontEnd::RenderStart	135	DXFrontend.cpp:135	SOURCE_ANALOG	0x00540f70	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00540f70	CDXFrontEnd__RenderStart	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00540f70 to CDXFrontEnd__RenderStart; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
DXMemBuffer.cpp	CDXMemBuffer::Read	394	DXMemBuffer.cpp:394	SOURCE_EXACT	0x00548570	RETAIN_UNIQUE_VA_OWNER	SOURCE_EXACT	0x00548570	CDXMemBuffer__Read	EXISTING_IDENTITY_RETAINED	reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	This row is the evidence-supported owner of the populated VA; colliding prefix/alternate-source rows were cleared without collapsing their source identities.	CROSSWALK_VA_COLLISION	FIX_VA_COLLISION_BY_PEER
DXMemBuffer.cpp	CDXMemBuffer::ReadString	467	DXMemBuffer.cpp:467	SOURCE_ANALOG	0x00548570	REASSIGN_NAMED_SOURCE_ANALOG	SOURCE_ANALOG	0x00548820	CDXMemBuffer__ReadLine	RELEASE_LINE_ANALOG	reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The promoted memory-I/O semantics directly anchors retail CDXMemBuffer__ReadLine at 0x00548820 to retained CDXMemBuffer::ReadString at source line 467 and the same newline/CRLF contract. The classification stays ANALOG because the released body also carries the tracked compression/refill extension and behavior-oriented retail name.	ANALOG_REASON_EVIDENCE_WEAK;CROSSWALK_VA_COLLISION	FIX_WEAK_ANALOG_EVIDENCE;FIX_VA_COLLISION_BY_REASSIGNMENT;COLD_REAUDIT_CORRECTED
DXMemoryManager.cpp	CDXMemoryManager::Free	247	DXMemoryManager.cpp:247	SOURCE_EXACT	0x00549220	RETAIN_UNIQUE_VA_OWNER	SOURCE_EXACT	0x00549220	CDXMemoryManager__Free	EXISTING_IDENTITY_RETAINED	reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	This row is the evidence-supported owner of the populated VA; colliding prefix/alternate-source rows were cleared without collapsing their source identities.	CROSSWALK_VA_COLLISION	FIX_VA_COLLISION_BY_PEER
DXMemoryManager.cpp	CDXMemoryManager::FreeAll	291	DXMemoryManager.cpp:291	SOURCE_ANALOG	0x00549220	DOWNGRADE_UNSUPPORTED_ANALOG	NO_MATCH_FOUND		CDXMemoryManager__Free	BOUNDED_NO_MATCH_REAUDITED	reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	Cold re-audit across the promoted PC memory-manager inventory and bounded aliases confirms 0x00549220 is CDXMemoryManager::Free at source line 247; the tracked manager set contains no separate named FreeAll body for the source stub at line 291. Binary absence and optimization are not claimed.	ANALOG_REASON_EVIDENCE_WEAK;CROSSWALK_VA_COLLISION	FIX_WEAK_ANALOG_EVIDENCE;COLD_REAUDIT_CONFIRMED
engine.cpp	CEngine::CEngine	41	engine.cpp:41	SOURCE_ANALOG	0x00449820	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00449820	CEngine__ctor	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure use the conventional __ctor projection for this same source owner; the analogy is limited to constructor identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
engine.cpp	CEngine::Shutdown	69	engine.cpp:69	SOURCE_ANALOG	0x00449890	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00449890	CEngine__Shutdown	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00449890 to CEngine__Shutdown; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
engine.cpp	CEngine::Init	104	engine.cpp:104	SOURCE_ANALOG	0x004499d0	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x004499d0	CEngine__Init	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x004499d0 to CEngine__Init; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
engine.cpp	CEngine::InitResources	194	engine.cpp:194	SOURCE_ANALOG	0x00449d50	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00449d50	CEngine__InitResources	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00449d50 to CEngine__InitResources; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
engine.cpp	CEngine::LoadAllNamedMeshes	229	engine.cpp:229	SOURCE_ANALOG	0x00449dc0	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00449dc0	CEngine__LoadAllNamedMeshes	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00449dc0 to CEngine__LoadAllNamedMeshes; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
